processed,target
timestamp failed at play nvme v hba device ops timestamp task nvme v hba device ops execute powershell command pnpu til disable device pci ven dev sub system hex id rev number number hex id number number b number task path home worker workspace ansible windows server lts c para virtual bios ansible vsphere gos validation windows utilities win execute command yml number fatal localhost ip address failed nonzero return code when pnpu til,targetvm
timestamp failed at play go sc cloud init static ip timestamp task install package on ubuntu number fatal localhost ip address failed user bin apt get y o dpkg options force configuration def o dpkg options force configuration old install cloud init failed e failed to fetch http us archive ubuntu com ubuntu pool main li be library eat my data library eat my data number number number build number amd number deb temporary failure resolving us archive ubuntu com e failed to fetch http us archive ubuntu com ubuntu pool main li be library eat my data eat my data number number build number all deb temporary failure resolving us archive ubuntu com e failed to fetch http us archive ubuntu com ubuntu pool main p python attributes python number attribute version id all deb temporary failure resolving us archive ubuntu com e failed to fetch http us archive ubuntu com ubuntu pool main c configuration object python number configuration object version id all deb temporary failure resolving us archive ubuntu com e failed to fetch http us archive ubuntu com ubuntu pool main p python number standard library extensions python number dist utilities version id all deb temporary failure resolving us archive ubuntu com e failed to fetch http us archive ubuntu com ubuntu pool main j jinja number python number jinja number version id all deb temporary failure resolving us archive ubuntu com e failed to fetch http us archive ubuntu com ubuntu pool main p python json pointer python number j son pointer number all deb temporary failure resolving us archive ubuntu com e failed to fetch http us archive ubuntu com ubuntu pool main p python json patch python number j son patch number number all deb temporary failure resolving us archive ubuntu com e failed to fetch http us archive ubuntu com ubuntu pool main s setup tools python number setup tools version id all deb temporary failure resolving us archive ubuntu com e failed to fetch http us archive ubuntu com ubuntu pool main p p yrs i stent python number p yrs i stent version id build number amd number deb temporary failure resolving us archive ubuntu com e failed to fetch http us archive ubuntu com ubuntu pool main p python json schema python number j son schema version id ubuntu number all deb temporary failure resolving us archive ubuntu com e failed to fetch http us archive ubuntu com ubuntu pool main p python serial python number serial number number all deb temporary failure resolving us archive ubuntu com e failed to fetch http us archive ubuntu com ubuntu pool main c cloud utilities cloud guest utilities number number all deb temporary failure resolving us archive ubuntu com e failed to fetch http us archive ubuntu com ubuntu pool main c cloud init cloud init number id all deb temporary failure resolving us archive ubuntu com e unable to fetch some archives maybe run apt get update or try with fix missing,targetvm
timestamp failed at play lsi logic v hba device ops timestamp task install package on ubuntu number fatal localhost ip address failed user bin apt get y o dpkg options force configuration def o dpkg options force configuration old install sg number utilities failed e failed to fetch http us archive ubuntu com ubuntu pool main s sg number utilities sg number utilities number amd number deb temporary failure resolving us archive ubuntu com e unable to fetch some archives maybe run apt get update or try with fix missing,targetvm
timestamp failed at play nvme v hba device ops timestamp task get block devices fatal localhost un reachable failed to connect to the host via ssh connection timed out during banner exchange connection to ip address port number timed out,targetvm
timestamp failed at play check efi firmware timestamp task get vmware tools version and build number in guest os requests exceptions http error number server error for url https ip address wsman win rm exceptions win rm transport error bad http response returned from server code number win rm exceptions win rm error the ws management service can not process the request because the request contained invalid selectors for the resource extended fault data bad http response returned from server code number ats sender and w invalid selectors requests exceptions http error number server error for url https ip address wsman win rm exceptions win rm transport error bad http response returned from server code number win rm exceptions win rm error the ws management service can not process the request because the request contained invalid selectors for the resource extended fault data bad http response returned from server code number ats sender and w invalid selectors fatal localhost failed unexpected failure during module execution,targetvm
timestamp failed at play deploy vm efi para virtual vmxnet number timestamp task wait for message auto install is completed appear in vm log serial timestamp log task path home worker workspace ansible cycle photon number x update ansible vsphere gos validation common vm wait log message yml number fatal localhost failed attempts number censored the output has been hidden due to the fact that no log true was specified for this result changed false  timestamp task testing exit due to failure task path home worker workspace ansible cycle photon number x update ansible vsphere gos validation common test rescue yml number fatal localhost failed exit testing when exit testing when fail is set to true in test case deploy vm efi para virtual vmxnet number,targetvm
timestamp failed at play deploy vm efi para virtual vmxnet number timestamp task wait for message auto install is completed appear in vm log serial timestamp log task path home worker workspace ansible centos number x main para virtual vmxnet number efi ansible vsphere gos validation common vm wait log message yml number fatal localhost failed attempts number censored the output has been hidden due to the fact that no log true was specified for this result changed false  timestamp task testing exit due to failure task path home worker workspace ansible centos number x main para virtual vmxnet number efi ansible vsphere gos validation common test rescue yml number fatal localhost failed exit testing when exit testing when fail is set to true in test case deploy vm efi para virtual vmxnet number,targetvm
timestamp failed at play deploy vm efi nvme vmxnet number timestamp task wait for message auto install is completed appear in vm log serial timestamp log task path home worker workspace ansible rocky linux number x nvme vmxnet number efi ansible vsphere gos validation common vm wait log message yml number fatal localhost failed attempts number censored the output has been hidden due to the fact that no log true was specified for this result changed false  timestamp task testing exit due to failure task path home worker workspace ansible rocky linux number x nvme vmxnet number efi ansible vsphere gos validation common test rescue yml number fatal localhost failed exit testing when exit testing when fail is set to true in test case deploy vm efi nvme vmxnet number,targetvm
timestamp failed at play deploy vm efi para virtual vmxnet number timestamp task wait for message auto install is completed appear in vm log serial timestamp log task path home worker workspace ansible rocky linux number x main para virtual vmxnet number efi ansible vsphere gos validation common vm wait log message yml number fatal localhost failed attempts number censored the output has been hidden due to the fact that no log true was specified for this result changed false  timestamp task testing exit due to failure task path home worker workspace ansible rocky linux number x main para virtual vmxnet number efi ansible vsphere gos validation common test rescue yml number fatal localhost failed exit testing when exit testing when fail is set to true in test case deploy vm efi para virtual vmxnet number,targetvm
timestamp failed at play deploy vm efi para virtual vmxnet number timestamp task wait for message auto install is completed appear in vm log serial timestamp log task path home worker workspace ansible cycle rhel number x ansible vsphere gos validation common vm wait log message yml number fatal localhost failed attempts number censored the output has been hidden due to the fact that no log true was specified for this result changed false  timestamp task testing exit due to failure task path home worker workspace ansible cycle rhel number x ansible vsphere gos validation common test rescue yml number fatal localhost failed exit testing when exit testing when fail is set to true in test case deploy vm efi para virtual vmxnet number,targetvm
timestamp failed at play deploy vm efi para virtual vmxnet number timestamp task wait for message auto install is completed appear in vm log serial timestamp log task path home worker workspace ansible cycle ubuntu number iso ansible vsphere gos validation common vm wait log message yml number fatal localhost failed attempts number censored the output has been hidden due to the fact that no log true was specified for this result changed false  timestamp task testing exit due to failure task path home worker workspace ansible cycle ubuntu number iso ansible vsphere gos validation common test rescue yml number fatal localhost failed exit testing when exit testing when fail is set to true in test case deploy vm efi para virtual vmxnet number,targetvm
timestamp failed at play deploy vm efi para virtual vmxnet number timestamp task wait for message auto install is completed appear in vm log serial timestamp log task path home worker workspace ansible rhel number x main para virtual vmxnet number efi ansible vsphere gos validation common vm wait log message yml number fatal localhost failed attempts number censored the output has been hidden due to the fact that no log true was specified for this result changed false  timestamp task testing exit due to failure task path home worker workspace ansible rhel number x main para virtual vmxnet number efi ansible vsphere gos validation common test rescue yml number fatal localhost failed exit testing when exit testing when fail is set to true in test case deploy vm efi para virtual vmxnet number,targetvm
timestamp failed at play lsi logic sas v hba device ops timestamp task lsi logic sas v hba device ops execute powershell command type w test disk write text task path home worker workspace ansible windows server lts c sata efi ansible vsphere gos validation windows utilities win execute command yml number fatal localhost ip address failed nonzero return code when type,targetvm
timestamp failed at play deploy vm efi para virtual vmxnet number timestamp task wait for message auto install is completed appear in vm log serial timestamp log task path home worker workspace ansible cycle centos number x ansible vsphere gos validation common vm wait log message yml number fatal localhost failed attempts number censored the output has been hidden due to the fact that no log true was specified for this result changed false  timestamp task testing exit due to failure task path home worker workspace ansible cycle centos number x ansible vsphere gos validation common test rescue yml number fatal localhost failed exit testing when exit testing when fail is set to true in test case deploy vm efi para virtual vmxnet number,targetvm
timestamp failed at play lsi logic sas v hba device ops timestamp task execute powershell command in windows guest task path home worker workspace ansible cycle windows number number ansible vsphere gos validation windows utilities win execute command yml number connection reset error error number number connection reset by peer url library number exceptions protocol error connection aborted connection reset error number connection reset by peer requests exceptions connection error connection aborted connection reset error number connection reset by peer fatal localhost failed unexpected failure during module execution number,targetvm
timestamp failed at play win tools complete install verify timestamp task get vm test vm snapshot facts task path home worker workspace ansible windows server lts c main nvme bios ansible vsphere gos validation common vm get snapshot facts yml number exception in vmware python when connect to api in socket python when create connection fatal localhost failed unknown error while connecting to vcenter or esxi api at ip address error number number connection timed out,targetvm
timestamp failed at play go sc cloud init static ip timestamp task fetch file var log cloud init log from vm guest task path home worker workspace ansible regression ubuntu number server iso ansible vsphere gos validation common vm guest file operation yml number fatal localhost failed failed to fetch file request failed url open error timed out,targetvm
timestamp failed at play sata v hba device ops timestamp task create ext number file system task path home worker workspace ansible cycle photon number iso ansible vsphere gos validation linux v hba hot add remove prepare new disk yml number fatal localhost failed invalid incorrect username password skipping remaining number retries to prevent account lockout warning permanently added ip address ecdsa to the list of known hosts root ip address permission denied public key keyboard interactive,targetvm
timestamp failed at play nvme v hba device ops timestamp task collect filtered guest information for ip address task path home worker workspace ansible cycle ubuntu number iso ansible vsphere gos validation common get system info yml number fatal localhost un reachable invalid incorrect username password skipping remaining number retries to prevent account lockout warning permanently added ip address to the list of known hosts permission denied please try again permission denied please try again root ip address permission denied public key password,targetvm
timestamp failed at play sata v hba device ops timestamp task create ext number file system task path home worker workspace ansible cycle photon number x update ova ansible vsphere gos validation linux v hba hot add remove prepare new disk yml number fatal localhost failed invalid incorrect username password skipping remaining number retries to prevent account lockout warning permanently added ip address ecdsa to the list of known hosts root ip address permission denied public key keyboard interactive,targetvm
timestamp failed at play nvme v hba device ops timestamp task collect filtered guest information for ip address task path home worker workspace ansible cycle flatcar stable ansible vsphere gos validation common get system info yml number fatal localhost un reachable invalid incorrect username password skipping remaining number retries to prevent account lockout warning permanently added ip address to the list of known hosts permission denied please try again received disconnect from ip address port number number too many authentication failures disconnected from ip address port number,targetvm
timestamp failed at play memory hot add basic timestamp task execute powershell command get wmi object win number computer system select number of logical processors number of processors fth ide out string trim task path home worker workspace ansible windows server lts c lsi logic sas bios ansible vsphere gos validation windows utilities win execute command yml number socket timeout the read operation timed out url library number exceptions read timeout error https connection pool host ip address port number read timed out read timeout number requests exceptions read timeout https connection pool host ip address port number read timed out read timeout number fatal localhost failed unexpected failure during module execution,targetvm
timestamp failed at play lsi logic sas v hba device ops timestamp task execute powershell command get disk measure count task path home worker workspace ansible windows server lts c number ga ide efi ansible vsphere gos validation windows utilities win execute command yml number socket timeout the read operation timed out url library number exceptions read timeout error https connection pool host ip address port number read timed out read timeout number requests exceptions read timeout https connection pool host ip address port number read timed out read timeout number fatal localhost failed unexpected failure during module execution,targetvm
timestamp failed at play deploy vm efi para virtual vmxnet number timestamp task try to ping ip task path home worker workspace ansible rhel number x main para virtual vmxnet number efi ansible vsphere gos validation common vm wait ping yml number fatal localhost failed nonzero return code when ping timestamp task testing exit due to failure task path home worker workspace ansible rhel number x main para virtual vmxnet number efi ansible vsphere gos validation common test rescue yml number fatal localhost failed exit testing when exit testing when fail is set to true in test case deploy vm efi para virtual vmxnet number,targetvm
timestamp failed at play deploy vm efi para virtual vmxnet number timestamp task try to ping ip task path home worker workspace ansible cycle photon number x update ansible vsphere gos validation common vm wait ping yml number fatal localhost failed nonzero return code when ping timestamp task testing exit due to failure task path home worker workspace ansible cycle photon number x update ansible vsphere gos validation common test rescue yml number fatal localhost failed exit testing when exit testing when fail is set to true in test case deploy vm efi para virtual vmxnet number,targetvm
timestamp failed at play deploy vm efi lsi logic vmxnet number timestamp task wait for vmware tools collecting guest info task path home worker workspace ansible regression photon number iso ansible vsphere gos validation common vm wait guest ip yml number fatal localhost failed hardware configuration table timestamp task testing exit due to failure task path home worker workspace ansible regression photon number iso ansible vsphere gos validation common test rescue yml number fatal localhost failed exit testing when exit testing when fail is set to true in test case deploy vm efi lsi logic vmxnet number,targetvm
timestamp failed at play go sc sanity dhcp timestamp task get the absolute path in windows guest task path home worker workspace ansible windows number lsi logic sas efi ansible vsphere gos validation windows utilities win get path yml number fatal localhost un reachable failed to connect to the host via psrp connection aborted connection reset error number connection reset by peer,targetvm
timestamp failed at play go sc sanity dhcp timestamp task shutdown guest os inside os task path home worker workspace ansible windows number number ga ide efi ansible vsphere gos validation windows utilities win shutdown restart yml number fatal localhost un reachable failed to connect to the host via psrp connection aborted connection reset error number connection reset by peer,targetvm
timestamp failed at play deploy vm efi nvme timestamp task check vm test windows number number ip address task path home worker workspace ansible regression windows number number ansible vsphere gos validation common vm get ip yml number fatal localhost failed failed to get vm test windows number number ip address timestamp task testing exit due to failure task path home worker workspace ansible regression windows number number ansible vsphere gos validation common test rescue yml number fatal localhost failed exit testing when exit testing when fail is set to true in test case deploy vm efi nvme e number e,targetvm
timestamp failed at play deploy vm efi para virtual timestamp task check vm test vm ip address task path home worker workspace ansible cycle windows number number ansible vsphere gos validation common vm get ip yml number fatal localhost failed failed to get vm test vm ip address timestamp task testing exit due to failure task path home worker workspace ansible cycle windows number number ansible vsphere gos validation common test rescue yml number fatal localhost failed exit testing when exit testing when fail is set to true in test case deploy vm efi para virtual e number e,targetvm
timestamp failed at play deploy vm efi para virtual vmxnet number timestamp task check vm test vm ip address task path home worker workspace test vm library ansible vsphere gos validation common vm get ip yml number fatal localhost failed failed to get vm test vm ip address timestamp task testing exit due to failure task path home worker workspace test vm library ansible vsphere gos validation common test rescue yml number fatal localhost failed exit testing when exit testing when fail is set to true in test case deploy vm efi para virtual vmxnet number,targetvm
timestamp failed at play deploy vm efi para virtual vmxnet number timestamp task wait for port number to become open or contain specific keyword task path home worker workspace ansible cycle centos number x ansible vsphere gos validation common vm wait ssh yml number fatal localhost failed timeout when waiting for search string openssh in ip address timestamp task testing exit due to failure task path home worker workspace ansible cycle centos number x ansible vsphere gos validation common test rescue yml number fatal localhost failed exit testing when exit testing when fail is set to true in test case deploy vm efi para virtual vmxnet number,targetvm
timestamp failed at play deploy vm efi sata timestamp task wait for vmware tools collecting guest info task path home worker workspace ansible rocky linux number x number ga sata efi ansible vsphere gos validation common vm wait guest ip yml number fatal localhost failed hardware configuration table timestamp task testing exit due to failure task path home worker workspace ansible rocky linux number x number ga sata efi ansible vsphere gos validation common test rescue yml number fatal localhost failed exit testing when exit testing when fail is set to true in test case deploy vm efi sata e number e,targetvm
timestamp failed at play sata v hba device ops timestamp task create ext number file system task path home worker workspace ansible cycle ubuntu version id iso ansible vsphere gos validation linux v hba hot add remove prepare new disk yml number fatal localhost failed failed to connect to the host via ssh ssh connect to host ip address port number no route to host,targetvm
timestamp failed at play sata v hba device ops timestamp task create ext number file system task path home worker workspace ansible cycle rhel number x ansible vsphere gos validation linux v hba hot add remove prepare new disk yml number fatal localhost failed failed to connect to the host via ssh ssh connect to host ip address port number no route to host,targetvm
timestamp failed at play lsi logic sas v hba device ops timestamp task lsi logic sas v hba device ops execute powershell command type v test disk write text task path home worker workspace ansible windows server lts c nvme efi ansible vsphere gos validation windows utilities win execute command yml number fatal localhost ip address failed nonzero return code when type,targetvm
timestamp failed at play ovt verify install timestamp task collect filtered guest information for ip address fatal localhost un reachable failed to connect to the host via ssh warning permanently added ip address to the list of known hosts root ip address permission denied public key,targetvm
timestamp failed at play sata v hba device ops timestamp task run io zone test on new added disk fatal localhost ip address failed non zero return code,targetvm
timestamp failed at play deploy vm efi ide vmxnet 3 timestamp task fail fatal localhost failed ip ip address is not pingable timestamp task exit testing when exit testing when fail is set true fatal localhost failed failed to run test case deploy vm efi ide vmxnet 3,targetvm
timestamp failed at play sata v hba device ops timestamp task create ext number file system task path home worker workspace ansible cycle flatcar stable ansible vsphere gos validation linux v hba hot add remove prepare new disk yml number fatal localhost failed failed to connect to the host via ssh ssh connect to host ip address port number no route to host,targetvm
timestamp failed at play sata v hba device ops timestamp task create ext number file system task path home worker workspace ansible cycle debian number x number b it ansible vsphere gos validation linux v hba hot add remove prepare new disk yml number fatal localhost failed failed to connect to the host via ssh ssh connect to host ip address port number no route to host,targetvm
timestamp failed at play sata v hba device ops timestamp task create ext number file system task path home worker workspace ansible cycle centos number x ansible vsphere gos validation linux v hba hot add remove prepare new disk yml number fatal localhost failed failed to connect to the host via ssh ssh connect to host ip address port number connection timed out,targetvm
timestamp failed at play sata v hba device ops timestamp task create ext number file system task path home worker workspace ansible cycle alma linux number x ansible vsphere gos validation linux v hba hot add remove prepare new disk yml number fatal localhost failed failed to connect to the host via ssh ssh connect to host ip address port number connection timed out,targetvm
timestamp failed at play sata v hba device ops timestamp task create ext number file system task path home worker workspace ansible cycle photon number x update iso ansible vsphere gos validation linux v hba hot add remove prepare new disk yml number fatal localhost failed failed to connect to the host via ssh ssh connect to host ip address port number connection timed out,targetvm
timestamp failed at play sata v hba device ops timestamp task create ext number file system task path home worker workspace ansible cycle rhel number x ansible vsphere gos validation linux v hba hot add remove prepare new disk yml number fatal localhost failed failed to connect to the host via ssh ssh connect to host ip address port number connection timed out,targetvm
timestamp failed at play sata v hba device ops timestamp task create ext number file system task path home worker workspace ansible cycle photon number iso ansible vsphere gos validation linux v hba hot add remove prepare new disk yml number fatal localhost failed failed to connect to the host via ssh ssh connect to host ip address port number connection timed out,targetvm
timestamp failed at play sata v hba device ops timestamp task create ext number file system task path home worker workspace ansible cycle debian number x number b it ansible vsphere gos validation linux v hba hot add remove prepare new disk yml number fatal localhost failed failed to connect to the host via ssh ssh connect to host ip address port number connection timed out,targetvm
timestamp failed at play check ip address timestamp task execute powershell command get net adapter where object name not match v ethernet name task path home worker workspace ansible cycle windows number number ansible vsphere gos validation windows utilities win execute command yml number fatal localhost un reachable failed to connect to the host via psrp connection aborted connection reset error number connection reset by peer timestamp task guest os un reachable task path home worker workspace ansible cycle windows number number ansible vsphere gos validation windows utilities win execute command yml number fatal localhost failed changed false message failed to connect to the host via psrp connection aborted connection reset error number connection reset by peer skip reason host localhost is un reachable un reachable true,targetvm
timestamp failed at play nvme v hba device ops timestamp task nvme v hba device ops execute powershell command pnpu til disable device pci ven dev sub system hex id rev number number hex id number number b number task path home worker workspace ansible windows server lts c nvme efi ansible vsphere gos validation windows utilities win execute command yml number fatal localhost ip address failed nonzero return code when pnpu til,targetvm
timestamp failed at play nvme v hba device ops timestamp task execute powershell command get wmi object win number scsi controller where object name like nvm express measure count task path home worker workspace ansible cycle windows number number ansible vsphere gos validation windows utilities win execute command yml number fatal localhost un reachable failed to connect to the host via psrp connection aborted connection reset error number connection reset by peer timestamp task guest os un reachable task path home worker workspace ansible cycle windows number number ansible vsphere gos validation windows utilities win execute command yml number fatal localhost failed changed false message failed to connect to the host via psrp connection aborted connection reset error number connection reset by peer skip reason host localhost is un reachable un reachable true,targetvm
timestamp failed at play deploy vmware photon ova timestamp task wait for vmware tools collecting guest os full name task path home worker workspace ansible cycle photon number x update ova ansible vsphere gos validation common vm wait guest full name yml number fatal localhost failed hardware configuration table timestamp task testing exit due to failure task path home worker workspace ansible cycle photon number x update ova ansible vsphere gos validation common test rescue yml number fatal localhost failed exit testing when exit testing when fail is set to true in test case deploy vmware photon ova,targetvm
timestamp failed at play sata v hba device ops timestamp task create ext number file system task path home worker workspace ansible cycle flatcar lts ansible vsphere gos validation linux v hba hot add remove prepare new disk yml number fatal localhost failed failed to connect to the host via ssh ssh connect to host ip address port number no route to host,targetvm
timestamp failed at play lsi logic sas v hba device ops timestamp task lsi logic sas v hba device ops execute powershell command type v test disk write text task path home worker workspace ansible windows server lts c main para virtual vmxnet number efi ansible vsphere gos validation windows utilities win execute command yml number fatal localhost ip address failed nonzero return code when type,targetvm
timestamp failed at play nvme v hba device ops spec number timestamp task execute powershell command get wmi object win number scsi controller where object name like nvm express measure count task path home worker workspace ansible cycle windows number number ansible vsphere gos validation windows utilities win execute command yml number fatal localhost un reachable failed to connect to the host via psrp connection aborted connection reset error number connection reset by peer timestamp task guest os un reachable task path home worker workspace ansible cycle windows number number ansible vsphere gos validation windows utilities win execute command yml number fatal localhost failed changed false message failed to connect to the host via psrp connection aborted connection reset error number connection reset by peer skip reason host localhost is un reachable un reachable true,targetvm
timestamp failed at play sata v hba device ops timestamp task create ext number file system task path home worker workspace ansible cycle alma linux number x ansible vsphere gos validation linux v hba hot add remove prepare new disk yml number fatal localhost failed failed to connect to the host via ssh ssh connect to host ip address port number no route to host,targetvm
timestamp failed at play sata v hba device ops timestamp task create ext number file system task path home worker workspace ansible cycle ubuntu number iso ansible vsphere gos validation linux v hba hot add remove prepare new disk yml number fatal localhost failed failed to connect to the host via ssh ssh connect to host ip address port number connection timed out,targetvm
timestamp failed at play sata v hba device ops timestamp task create ext number file system task path home worker workspace ansible cycle sled number x ansible vsphere gos validation linux v hba hot add remove prepare new disk yml number fatal localhost failed failed to connect to the host via ssh ssh connect to host ip address port number connection timed out,targetvm
timestamp failed at play sata v hba device ops timestamp task create ext number file system task path home worker workspace ansible cycle oracle linux number x ansible vsphere gos validation linux v hba hot add remove prepare new disk yml number fatal localhost failed failed to connect to the host via ssh ssh connect to host ip address port number connection timed out,targetvm
timestamp failed at play sata v hba device ops timestamp task create ext number file system task path home worker workspace ansible cycle rocky linux number x ansible vsphere gos validation linux v hba hot add remove prepare new disk yml number fatal localhost failed failed to connect to the host via ssh ssh connect to host ip address port number connection timed out,targetvm
timestamp failed at play sata v hba device ops timestamp task create ext number file system task path home worker workspace ansible cycle sles number x ansible vsphere gos validation linux v hba hot add remove prepare new disk yml number fatal localhost failed failed to connect to the host via ssh ssh connect to host ip address port number connection timed out,targetvm
timestamp failed at play nvme disk hot extend spec number timestamp task execute powershell command get disk measure count task path home worker workspace ansible cycle windows server number number ansible vsphere gos validation windows utilities win execute command yml number fatal localhost un reachable failed to connect to the host via psrp connection aborted connection reset error number connection reset by peer timestamp task guest os un reachable task path home worker workspace ansible cycle windows server number number ansible vsphere gos validation windows utilities win execute command yml number fatal localhost failed changed false message failed to connect to the host via psrp connection aborted connection reset error number connection reset by peer skip reason host localhost is un reachable un reachable true,targetvm
timestamp failed at play nvme v hba device ops timestamp task nvme v hba device ops execute powershell command pnpu til disable device pci ven dev sub system hex id rev number number hex id number number task path home worker workspace ansible windows server lts c main para virtual vmxnet number efi ansible vsphere gos validation windows utilities win execute command yml number fatal localhost ip address failed nonzero return code when pnpu til,targetvm
timestamp failed at play nvme disk hot extend spec number timestamp task execute powershell command get wmi object win number scsi controller where object name like nvm express measure count task path home worker workspace ansible cycle windows number number ansible vsphere gos validation windows utilities win execute command yml number fatal localhost un reachable failed to connect to the host via psrp connection aborted connection reset error number connection reset by peer timestamp task guest os un reachable task path home worker workspace ansible cycle windows number number ansible vsphere gos validation windows utilities win execute command yml number fatal localhost failed changed false message failed to connect to the host via psrp connection aborted connection reset error number connection reset by peer skip reason host localhost is un reachable un reachable true,targetvm
timestamp failed at play sata v hba device ops timestamp task create ext number file system task path home worker workspace ansible cycle flatcar stable ansible vsphere gos validation linux v hba hot add remove prepare new disk yml number fatal localhost failed failed to connect to the host via ssh ssh connect to host ip address port number connection timed out,targetvm
timestamp failed at play sata v hba device ops timestamp task create ext number file system task path home worker workspace ansible cycle flatcar lts ansible vsphere gos validation linux v hba hot add remove prepare new disk yml number fatal localhost failed failed to connect to the host via ssh ssh connect to host ip address port number connection timed out,targetvm
timestamp failed at play sata v hba device ops timestamp task create ext number file system task path home worker workspace ansible cycle ubuntu version id iso ansible vsphere gos validation linux v hba hot add remove prepare new disk yml number fatal localhost failed failed to connect to the host via ssh ssh connect to host ip address port number connection timed out,targetvm
timestamp failed at play sata v hba device ops timestamp task create ext number file system task path home worker workspace ansible cycle sled number x ansible vsphere gos validation linux v hba hot add remove prepare new disk yml number fatal localhost failed failed to connect to the host via ssh ssh connect to host ip address port number no route to host,targetvm
timestamp failed at play sata v hba device ops timestamp task create ext number file system task path home worker workspace ansible cycle rocky linux number x ansible vsphere gos validation linux v hba hot add remove prepare new disk yml number fatal localhost failed failed to connect to the host via ssh ssh connect to host ip address port number no route to host,targetvm
timestamp failed at play sata v hba device ops timestamp task create ext number file system task path home worker workspace ansible cycle photon number x update ova ansible vsphere gos validation linux v hba hot add remove prepare new disk yml number fatal localhost failed failed to connect to the host via ssh ssh connect to host ip address port number no route to host,targetvm
timestamp failed at play sata v hba device ops timestamp task create ext number file system task path home worker workspace ansible cycle oracle linux number x ansible vsphere gos validation linux v hba hot add remove prepare new disk yml number fatal localhost failed failed to connect to the host via ssh ssh connect to host ip address port number no route to host,targetvm
timestamp failed at play cpu multi cores per socket timestamp task execute powershell command get wmi object win number computer system select number of logical processors number of processors fth ide out string trim task path home worker workspace ansible cycle windows number number ansible vsphere gos validation windows utilities win execute command yml number fatal localhost un reachable failed to connect to the host via psrp connection aborted connection reset error number connection reset by peer timestamp task guest os un reachable task path home worker workspace ansible cycle windows number number ansible vsphere gos validation windows utilities win execute command yml number fatal localhost failed changed false message failed to connect to the host via psrp connection aborted connection reset error number connection reset by peer skip reason host localhost is un reachable un reachable true,targetvm
timestamp failed at play check os full name timestamp task execute powershell command get wmi object win number operating system name task path home worker workspace ansible cycle windows number number ansible vsphere gos validation windows utilities win execute command yml number fatal localhost un reachable failed to connect to the host via psrp connection aborted connection reset error number connection reset by peer timestamp task guest os un reachable task path home worker workspace ansible cycle windows number number ansible vsphere gos validation windows utilities win execute command yml number fatal localhost failed changed false message failed to connect to the host via psrp connection aborted connection reset error number connection reset by peer skip reason host localhost is un reachable un reachable true,targetvm
timestamp failed at play sata v hba device ops timestamp task create ext number file system task path home worker workspace ansible cycle photon number iso ansible vsphere gos validation linux v hba hot add remove prepare new disk yml number fatal localhost failed failed to connect to the host via ssh ssh connect to host ip address port number no route to host,targetvm
timestamp failed at play sata v hba device ops timestamp task create ext number file system task path home worker workspace ansible cycle centos number x ansible vsphere gos validation linux v hba hot add remove prepare new disk yml number fatal localhost failed failed to connect to the host via ssh ssh connect to host ip address port number no route to host,targetvm
timestamp failed at play go sc cloud init dhcp timestamp task fetch file etc network interfaces d 50 cloud init configuration from vm guest exception in vmware guest file operation python when fetch in soap adapter python when invoke method fatal localhost failed guest file etc network interfaces d 50 cloud init configuration does not exist file etc network interfaces d 50 cloud init configuration was not found,targetvm
timestamp failed at play go sc cloud init static ip timestamp task fetch file etc network interfaces d 50 cloud init configuration from vm guest exception in vmware guest file operation python when fetch in soap adapter python when invoke method fatal localhost failed guest file etc network interfaces d 50 cloud init configuration does not exist file etc network interfaces d 50 cloud init configuration was not found,targetvm
timestamp failed at play go sc perl static ip timestamp task fetch file tmp hostname f text from vm guest exception in vmware guest file operation python when fetch in soap adapter python when invoke method fatal localhost failed failed to fetch file from vm vmware exception vim fault guest operations unavailable dynamic property vmodl dynamic property message the guest operations agent could not be contacted fault message vmodl localizable message,targetvm
timestamp failed at play go sc perl static ip timestamp task fetch file etc hosts from vm guest exception in vmware guest file operation python when fetch in soap adapter python when invoke method fatal localhost failed failed to fetch file from vm vmware exception vim fault guest operations unavailable dynamic property vmodl dynamic property message the guest operations agent could not be contacted fault message vmodl localizable message,targetvm
timestamp failed at play check quiesce snapshot custom script timestamp task fetch file vss log from vm guest exception in vmware guest file operation python when fetch in soap adapter python when invoke method fatal localhost failed invalid guest login for user root,targetvm
timestamp failed at play go sc perl dhcp timestamp task fetch file var log vmware imc tools deploy package log from vm guest exception in vmware guest file operation python when fetch in soap adapter python when invoke method fatal localhost failed invalid guest login for user root,targetvm
timestamp failed at play go sc perl static ip timestamp task fetch file var log vmware imc tools deploy package log from vm guest exception in vmware guest file operation python when fetch in soap adapter python when invoke method fatal localhost failed invalid guest login for user root,targetvm
timestamp failed at play go sc cloud init dhcp timestamp task fetch file var log vmware imc tools deploy package log from vm guest exception in vmware guest file operation python when fetch in soap adapter python when invoke method fatal localhost failed invalid guest login for user root,targetvm
timestamp failed at play go sc cloud init static ip timestamp task fetch file var log vmware imc tools deploy package log from vm guest exception in vmware guest file operation python when fetch in soap adapter python when invoke method fatal localhost failed invalid guest login for user root,targetvm
timestamp failed at play go sc perl static ip timestamp task fetch file tmp ip address show text from vm guest exception in vmware guest file operation python when fetch in soap adapter python when invoke method fatal localhost failed failed to fetch file from vm vmware exception vim fault guest operations unavailable dynamic property vmodl dynamic property message the guest operations agent could not be contacted fault message vmodl localizable message,targetvm
